,ID,direct_trip,number_of_adults,number_of_children,type_of_meal_plan,people_with_disabilities,class,year,month,date,repeated_guest,np_cancellations,np_not_canceled,price,status
14547,DZ14548,Yes,2,2,not selected,0,Type 1,2023,5,30,No,0,0,1181.0,Not_Canceled
14548,DZ14549,No,2,1,plan 1,0,Type 4,2023,8,31,No,0,0,1201.5,Canceled
14549,DZ14550,Yes,2,1,plan 1,0,Type 1,2023,5,15,No,0,0,837.5,Not_Canceled
14550,DZ14551,Yes,1,1,plan 1,0,Type 1,2022,9,17,No,0,0,20.0,Not_Canceled
14551,DZ14552,No,2,2,plan 1,0,Type 1,2023,8,26,No,0,0,1450.0,Not_Canceled
14552,DZ14553,Yes,2,2,plan 1,0,Type 1,2022,8,15,No,0,0,1260.0,Not_Canceled
14553,DZ14554,No,1,1,plan 1,0,Type 1,2022,10,12,No,0,0,670.0,Not_Canceled
14554,DZ14555,Yes,2,2,plan 1,0,Type 1,2022,8,18,No,0,0,1260.0,Not_Canceled
14555,DZ14556,No,3,2,plan 1,0,Type 1,2023,5,4,No,0,0,1074.0,Not_Canceled
14556,DZ14557,No,2,1,plan 1,0,Type 1,2023,8,28,No,0,0,1073.0,Canceled
14557,DZ14558,Yes,2,1,plan 1,0,Type 1,2022,12,5,No,0,0,1082.0,Not_Canceled
14559,DZ14560,No,2,1,not selected,0,Type 1,2023,2,28,No,0,0,653.6,Canceled
14561,DZ14562,No,2,2,not selected,0,Type 1,2022,12,10,No,0,0,762.5,Not_Canceled
14562,DZ14563,No,1,1,plan 1,0,Type 1,2023,11,28,No,0,0,790.0,Not_Canceled
14563,DZ14564,Yes,2,2,plan 1,0,Type 1,2023,4,22,No,0,0,1330.0,Canceled
14565,DZ14566,No,2,1,plan 2,0,Type 1,2022,9,18,No,0,0,1110.0,Not_Canceled
14566,DZ14567,No,2,1,plan 1,0,Type 1,2023,6,2,No,0,0,1289.0,Canceled
14567,DZ14568,Yes,2,0,plan 1,0,Type 1,2023,12,1,No,0,0,759.5,Canceled
14568,DZ14569,Yes,2,0,plan 1,0,Type 1,2023,3,19,No,0,0,920.0,Not_Canceled
14569,DZ14570,No,2,0,plan 1,0,Type 4,2022,11,4,No,0,0,875.9000000000001,Not_Canceled
14570,DZ14571,Yes,1,2,plan 2,0,Type 1,2022,10,5,No,0,0,1125.0,Not_Canceled
14571,DZ14572,No,2,0,plan 1,0,Type 1,2022,9,26,No,0,0,1312.0,Not_Canceled
14572,DZ14573,No,2,0,plan 1,0,Type 1,2023,4,6,No,0,0,770.0,Canceled
14573,DZ14574,Yes,1,1,plan 1,0,Type 1,2022,11,20,No,0,0,750.0,Not_Canceled
14574,DZ14575,No,2,1,plan 1,0,Type 4,2023,9,6,No,0,0,1406.0,Canceled
14575,DZ14576,No,2,1,plan 2,0,Type 1,2022,10,12,No,0,0,1120.0,Canceled
14576,DZ14577,Yes,2,0,plan 2,0,Type 1,2023,4,22,No,0,0,1080.0,Canceled
14577,DZ14578,Yes,1,2,plan 1,0,Type 1,2023,3,3,No,0,0,1040.0,Not_Canceled
14578,DZ14579,No,2,2,plan 2,0,Type 6,2023,8,30,No,0,0,2351.0,Canceled
14579,DZ14580,Yes,2,1,plan 1,0,Type 1,2023,12,22,No,0,0,1118.0,Canceled
14580,DZ14581,Yes,2,1,plan 1,0,Type 4,2022,10,26,No,0,0,700.0,Not_Canceled
14582,DZ14583,Yes,2,0,not selected,0,Type 1,2023,8,23,No,0,0,1310.0,Canceled
14583,DZ14584,Yes,2,2,plan 1,1,Type 1,2023,6,19,No,0,0,1199.0,Not_Canceled
14584,DZ14585,No,2,1,plan 1,0,Type 1,2022,11,13,No,0,0,983.0,Not_Canceled
14585,DZ14586,No,2,0,plan 1,0,Type 1,2023,8,11,No,0,0,1253.0,Not_Canceled
14586,DZ14587,No,3,0,plan 1,0,Type 1,2023,8,23,No,0,0,989.0,Not_Canceled
14587,DZ14588,No,2,1,plan 1,0,Type 1,2023,6,20,No,0,0,1220.0,Canceled
14588,DZ14589,Yes,2,2,plan 1,0,Type 4,2023,9,2,No,0,0,969.4,Not_Canceled
14589,DZ14590,Yes,2,2,plan 1,0,Type 1,2023,3,3,No,0,0,859.0,Not_Canceled
14590,DZ14591,Yes,2,2,plan 1,0,Type 1,2022,12,29,No,0,0,720.0,Not_Canceled
14591,DZ14592,Yes,2,1,plan 1,0,Type 1,2023,1,15,No,0,0,620.0,Not_Canceled
14592,DZ14593,No,1,0,plan 2,0,Type 1,2023,12,21,No,0,0,819.2,Canceled
14593,DZ14594,Yes,2,2,plan 1,0,Type 1,2022,10,15,No,0,0,670.0,Canceled
14594,DZ14595,No,2,0,plan 1,0,Type 1,2022,9,25,No,0,0,211.5,Canceled
14595,DZ14596,No,2,0,plan 1,0,Type 1,2023,8,9,No,0,0,1163.0,Not_Canceled
14596,DZ14597,Yes,2,0,plan 1,0,Type 4,2023,10,6,No,0,0,1343.0,Not_Canceled
14597,DZ14598,Yes,2,1,not selected,0,Type 1,2023,10,7,No,0,0,1370.0,Canceled
14598,DZ14599,Yes,2,2,plan 1,0,Type 1,2022,9,20,No,0,0,670.0,Not_Canceled
14599,DZ14600,Yes,2,0,plan 1,0,Type 1,2023,7,8,No,0,0,770.0,Not_Canceled
14600,DZ14601,Yes,2,0,plan 1,1,Type 1,2023,11,7,No,0,0,1631.5,Not_Canceled
14601,DZ14602,Yes,1,1,plan 1,0,Type 1,2023,2,28,No,0,0,620.0,Canceled
14603,DZ14604,Yes,2,0,not selected,0,Type 1,2023,3,4,No,0,0,835.5,Not_Canceled
14604,DZ14605,Yes,2,2,plan 1,0,Type 5,2023,8,24,No,0,0,946.5,Not_Canceled
14605,DZ14606,No,2,0,plan 1,0,Type 1,2023,4,23,No,0,0,1073.0,Canceled
14606,DZ14607,Yes,2,2,plan 1,0,Type 6,2022,12,26,No,0,0,1940.0,Not_Canceled
14607,DZ14608,No,2,1,plan 1,0,Type 4,2022,10,18,No,0,0,1380.0,Not_Canceled
14608,DZ14609,Yes,2,2,plan 1,0,Type 6,2023,1,29,No,0,0,840.0,Not_Canceled
14609,DZ14610,No,1,1,plan 1,0,Type 1,2023,2,18,No,0,0,880.0,Not_Canceled
14610,DZ14611,Yes,2,0,plan 1,0,Type 1,2023,6,23,No,0,0,1030.0,Canceled
14611,DZ14612,Yes,2,0,plan 1,0,Type 4,2022,11,15,No,0,0,620.0,Not_Canceled
14613,DZ14614,Yes,2,0,plan 1,0,Type 1,2023,4,24,No,0,0,830.8,Not_Canceled
14614,DZ14615,No,2,2,plan 1,1,Type 4,2023,3,30,No,0,0,1270.0,Not_Canceled
14615,DZ14616,Yes,2,1,plan 1,0,Type 4,2023,4,15,No,0,0,1440.0,Canceled
14616,DZ14617,Yes,1,0,plan 1,1,Type 6,2023,9,5,No,0,0,20.0,Not_Canceled
14617,DZ14618,Yes,2,1,plan 1,0,Type 1,2022,9,25,No,0,0,1870.0,Not_Canceled
14618,DZ14619,Yes,2,2,plan 1,0,Type 1,2023,11,11,No,0,0,1154.0,Canceled
14619,DZ14620,Yes,2,1,plan 1,0,Type 1,2023,10,21,No,0,0,827.5,Not_Canceled
14620,DZ14621,No,1,0,plan 1,0,Type 1,2023,11,28,No,0,0,790.0,Not_Canceled
14621,DZ14622,No,1,2,plan 1,0,Type 1,2023,11,1,No,0,0,1120.0,Canceled
14622,DZ14623,No,1,2,plan 1,0,Type 1,2023,10,13,No,0,0,820.0,Not_Canceled
14623,DZ14624,No,2,2,plan 1,0,Type 1,2023,10,20,No,0,0,870.0,Not_Canceled
14624,DZ14625,Yes,3,2,plan 1,0,Type 4,2023,6,19,No,0,0,1433.0,Not_Canceled
14626,DZ14627,Yes,2,1,plan 1,0,Type 1,2023,6,9,No,0,0,1218.5,Canceled
14627,DZ14628,Yes,2,1,plan 1,0,Type 1,2022,9,29,No,0,0,670.0,Not_Canceled
14628,DZ14629,Yes,1,2,plan 1,0,Type 1,2023,4,7,No,0,0,929.0,Canceled
14629,DZ14630,Yes,2,2,plan 2,0,Type 1,2023,9,28,No,0,0,1420.0,Not_Canceled
14630,DZ14631,Yes,2,2,plan 1,0,Type 1,2023,10,28,No,0,0,983.0,Canceled
14632,DZ14633,Yes,2,2,plan 1,0,Type 1,2023,2,13,No,0,0,803.0,Not_Canceled
14633,DZ14634,Yes,2,1,plan 1,0,Type 4,2023,1,13,No,0,0,931.0,Not_Canceled
14635,DZ14636,No,2,2,plan 1,0,Type 4,2023,7,16,No,0,0,1251.7,Canceled
14636,DZ14637,Yes,2,0,not selected,0,Type 1,2023,9,26,No,0,0,1091.0,Canceled
14637,DZ14638,Yes,3,1,plan 1,0,Type 6,2023,6,13,No,0,0,2080.0,Not_Canceled
14638,DZ14639,Yes,2,2,plan 1,0,Type 1,2023,6,2,No,0,0,1020.0,Not_Canceled
14639,DZ14640,No,2,1,plan 1,0,Type 1,2023,10,16,No,0,0,1120.0,Canceled
14640,DZ14641,No,1,2,not selected,0,Type 1,2023,9,15,No,0,0,1610.0,Not_Canceled
14641,DZ14642,Yes,2,1,not selected,0,Type 1,2023,6,27,No,0,0,963.5,Not_Canceled
14642,DZ14643,Yes,2,1,plan 1,0,Type 1,2023,3,10,No,0,0,1022.8,Not_Canceled
14643,DZ14644,Yes,1,2,plan 1,0,Type 1,2023,5,29,No,0,0,980.0,Not_Canceled
14644,DZ14645,Yes,2,0,not selected,0,Type 1,2023,8,5,No,0,0,965.0,Canceled
14645,DZ14646,No,1,1,plan 1,0,Type 1,2022,8,11,No,0,0,970.0,Not_Canceled
14646,DZ14647,Yes,2,1,plan 1,0,Type 1,2022,8,12,No,0,0,785.0,Not_Canceled
14647,DZ14648,No,2,1,plan 1,0,Type 1,2022,12,27,No,0,0,1056.7,Not_Canceled
14648,DZ14649,No,2,1,plan 2,0,Type 1,2022,8,1,No,0,0,965.0,Not_Canceled
14649,DZ14650,No,1,1,plan 1,0,Type 1,2022,9,20,No,0,0,670.0,Not_Canceled
14650,DZ14651,Yes,2,0,plan 1,0,Type 1,2023,11,2,No,0,0,1320.0,Not_Canceled
14651,DZ14652,No,2,1,plan 1,0,Type 1,2023,6,26,No,0,0,983.0,Not_Canceled
14652,DZ14653,No,2,2,plan 1,0,Type 1,2022,9,19,No,0,0,1220.0,Not_Canceled
14653,DZ14654,No,2,1,plan 2,0,Type 1,2023,9,21,No,0,0,1968.5,Not_Canceled
14654,DZ14655,Yes,2,0,plan 1,0,Type 1,2023,4,12,No,0,0,983.0,Not_Canceled
14655,DZ14656,No,1,2,not selected,0,Type 1,2023,5,9,No,0,0,684.0,Not_Canceled
14656,DZ14657,No,2,2,plan 1,0,Type 2,2023,4,21,No,0,0,756.0,Not_Canceled
14657,DZ14658,No,2,2,plan 1,0,Type 1,2022,8,19,No,0,0,1080.0,Not_Canceled
14658,DZ14659,Yes,2,0,plan 1,0,Type 1,2023,10,2,No,0,0,1208.0,Canceled
14659,DZ14660,No,2,1,plan 1,1,Type 1,2023,7,19,No,0,0,1073.0,Canceled
14660,DZ14661,No,3,0,plan 1,0,Type 4,2023,3,24,No,0,0,1840.0,Not_Canceled
14661,DZ14662,No,1,1,plan 1,1,Type 1,2023,11,29,Yes,0,10,900.0,Not_Canceled
14662,DZ14663,Yes,2,2,plan 1,0,Type 2,2023,7,26,No,0,0,995.4,Not_Canceled
14663,DZ14664,Yes,2,4,plan 1,0,Type 4,2023,7,27,No,0,0,1780.0,Not_Canceled
14665,DZ14666,Yes,3,1,plan 1,0,Type 4,2023,4,11,No,0,0,1590.0,Not_Canceled
14666,DZ14667,No,2,0,plan 1,1,Type 1,2023,10,30,No,0,0,1510.0,Not_Canceled
14667,DZ14668,Yes,2,2,plan 1,0,Type 1,2023,11,8,No,0,0,1335.2,Canceled
14668,DZ14669,Yes,2,0,plan 1,0,Type 4,2023,5,20,No,0,0,1424.0,Not_Canceled
14669,DZ14670,No,2,0,plan 1,0,Type 1,2023,8,10,No,0,0,1163.0,Not_Canceled
14670,DZ14671,Yes,1,0,not selected,0,Type 1,2023,6,28,No,0,0,1290.0,Not_Canceled
14671,DZ14672,Yes,2,0,plan 1,0,Type 1,2023,6,21,No,0,0,1296.7,Canceled
14672,DZ14673,No,2,2,plan 1,0,Type 1,2023,8,6,No,0,0,1561.0,Not_Canceled
14673,DZ14674,No,2,4,plan 1,0,Type 6,2023,4,17,No,0,0,1548.5,Not_Canceled
14674,DZ14675,Yes,2,1,plan 1,0,Type 1,2023,4,11,No,0,0,1180.0,Canceled
14675,DZ14676,No,2,1,plan 1,0,Type 4,2023,12,8,No,0,0,969.3,Not_Canceled
14676,DZ14677,No,2,2,plan 2,0,Type 1,2023,9,30,No,0,0,1620.0,Canceled
14677,DZ14678,Yes,2,1,plan 1,0,Type 1,2023,10,30,No,0,0,929.0,Not_Canceled
14678,DZ14679,No,2,1,plan 1,0,Type 4,2023,10,8,No,0,0,1535.0,Not_Canceled
14679,DZ14680,Yes,1,1,plan 1,0,Type 1,2023,11,1,No,0,0,1120.0,Canceled
14680,DZ14681,Yes,2,2,plan 1,0,Type 4,2023,9,4,No,0,0,1301.0,Canceled
14682,DZ14683,No,2,1,not selected,0,Type 1,2023,5,23,No,0,0,1181.0,Not_Canceled
14683,DZ14684,Yes,2,0,plan 1,0,Type 4,2023,12,26,No,0,0,1046.0,Canceled
14684,DZ14685,Yes,2,0,plan 1,0,Type 1,2023,12,2,No,0,0,870.0,Not_Canceled
14685,DZ14686,Yes,1,1,not selected,0,Type 1,2023,7,29,No,0,0,910.0,Not_Canceled
14687,DZ14688,Yes,1,2,plan 1,0,Type 1,2023,1,23,No,0,0,749.0,Canceled
14688,DZ14689,No,1,0,plan 1,0,Type 1,2023,1,28,No,0,0,810.0,Not_Canceled
14689,DZ14690,Yes,1,2,plan 1,1,Type 1,2023,9,27,No,0,0,1206.5,Canceled
14690,DZ14691,Yes,2,1,plan 1,0,Type 1,2022,9,20,No,0,0,1280.0,Not_Canceled
14691,DZ14692,No,2,2,plan 1,0,Type 1,2023,2,26,No,0,0,803.0,Canceled
14692,DZ14693,Yes,2,0,not selected,0,Type 1,2023,12,3,No,0,0,567.1,Not_Canceled
14693,DZ14694,No,2,0,plan 1,0,Type 4,2023,2,20,No,0,0,640.0,Not_Canceled
14694,DZ14695,Yes,1,0,plan 2,0,Type 1,2023,6,15,No,0,0,920.0,Not_Canceled
14695,DZ14696,No,2,2,plan 1,0,Type 1,2022,8,24,No,0,0,920.0,Not_Canceled
14696,DZ14697,Yes,2,0,plan 1,0,Type 1,2023,1,30,No,0,0,903.3,Not_Canceled
14698,DZ14699,Yes,1,1,plan 1,0,Type 1,2023,10,10,Yes,0,1,1550.0,Not_Canceled
14699,DZ14700,No,2,2,plan 1,0,Type 1,2023,11,3,No,0,0,910.0,Canceled
14700,DZ14701,Yes,2,1,plan 2,0,Type 1,2023,8,13,No,0,0,2058.5,Not_Canceled
14701,DZ14702,Yes,1,0,plan 1,0,Type 4,2023,11,9,No,0,0,1050.0,Canceled
14702,DZ14703,Yes,2,3,plan 1,0,Type 4,2022,9,5,No,0,0,1076.5,Not_Canceled
14703,DZ14704,No,2,2,plan 1,0,Type 1,2023,6,21,No,0,0,983.0,Not_Canceled
14704,DZ14705,Yes,1,0,plan 1,0,Type 1,2023,4,12,No,0,0,970.0,Canceled
14705,DZ14706,No,3,1,plan 1,0,Type 1,2023,8,20,No,0,0,989.0,Not_Canceled
14706,DZ14707,No,2,2,plan 1,0,Type 1,2023,7,21,No,0,0,929.5,Not_Canceled
14707,DZ14708,Yes,2,2,plan 1,0,Type 1,2022,11,20,No,0,0,650.0,Not_Canceled
14708,DZ14709,No,2,1,plan 1,0,Type 1,2023,4,25,No,0,0,983.0,Not_Canceled
14709,DZ14710,Yes,2,0,plan 1,0,Type 1,2023,6,26,No,0,0,1109.0,Canceled
14710,DZ14711,No,2,0,not selected,0,Type 1,2023,7,28,No,0,0,870.0,Not_Canceled
14711,DZ14712,Yes,2,0,plan 1,0,Type 4,2023,10,28,No,0,0,1064.0,Canceled
14712,DZ14713,No,2,2,plan 1,0,Type 1,2022,10,4,No,0,0,740.0,Not_Canceled
14713,DZ14714,Yes,2,2,plan 1,0,Type 1,2023,9,17,No,0,0,1610.0,Not_Canceled
14714,DZ14715,Yes,2,1,plan 1,1,Type 1,2023,8,7,No,0,0,1561.0,Not_Canceled
14715,DZ14716,Yes,1,1,plan 1,0,Type 4,2023,4,20,Yes,1,1,1120.0,Not_Canceled
14716,DZ14717,No,2,1,plan 1,0,Type 1,2023,9,4,No,0,0,1240.0,Not_Canceled
14717,DZ14718,Yes,2,1,plan 1,0,Type 1,2023,6,2,No,0,0,1020.0,Canceled
14718,DZ14719,Yes,3,1,plan 1,0,Type 4,2023,7,17,No,0,0,1417.0,Not_Canceled
14719,DZ14720,No,2,2,not selected,0,Type 1,2023,11,17,No,0,0,900.0,Not_Canceled
14720,DZ14721,No,2,0,plan 1,0,Type 1,2022,12,1,Yes,1,0,710.0,Not_Canceled
14721,DZ14722,Yes,2,2,not selected,0,Type 1,2023,7,10,No,0,0,1410.0,Not_Canceled
14722,DZ14723,No,2,1,plan 1,0,Type 2,2023,1,4,No,0,0,762.5,Not_Canceled
14723,DZ14724,No,2,1,not selected,0,Type 1,2023,10,16,No,0,0,936.3,Not_Canceled
14724,DZ14725,No,2,2,plan 1,0,Type 4,2023,7,14,No,0,0,1234.3000000000002,Not_Canceled
14725,DZ14726,Yes,2,2,plan 1,0,Type 1,2022,10,2,No,0,0,1136.0,Not_Canceled
14726,DZ14727,Yes,2,0,plan 1,0,Type 1,2023,6,5,No,0,0,789.2,Not_Canceled
14727,DZ14728,Yes,2,1,plan 1,1,Type 4,2023,7,8,No,0,0,1770.0,Not_Canceled
14728,DZ14729,No,2,0,plan 1,0,Type 1,2023,4,24,No,0,0,970.0,Canceled
14729,DZ14730,Yes,2,2,not selected,0,Type 1,2023,3,13,No,0,0,691.5,Canceled
14730,DZ14731,No,2,0,plan 1,0,Type 1,2023,10,1,No,0,0,1109.0,Canceled
14731,DZ14732,No,2,2,plan 1,0,Type 4,2023,12,6,No,0,0,770.5,Not_Canceled
14732,DZ14733,Yes,1,3,plan 1,0,Type 1,2023,8,18,No,0,0,798.9,Not_Canceled
14733,DZ14734,No,1,0,plan 1,0,Type 1,2023,4,30,No,0,0,20.0,Not_Canceled
14734,DZ14735,No,2,0,plan 1,0,Type 1,2022,10,10,No,0,0,720.0,Canceled
14735,DZ14736,No,2,1,plan 1,0,Type 1,2023,9,1,No,0,0,1529.8,Not_Canceled
14736,DZ14737,No,2,1,not selected,0,Type 1,2023,12,9,No,0,0,900.0,Not_Canceled
14737,DZ14738,Yes,1,1,not selected,0,Type 1,2023,6,19,Yes,0,1,1310.0,Not_Canceled
14738,DZ14739,Yes,2,2,plan 1,0,Type 4,2023,10,19,No,0,0,1057.0,Canceled
14739,DZ14740,No,1,2,plan 1,0,Type 1,2023,6,9,No,0,0,1235.0,Not_Canceled
14740,DZ14741,Yes,3,1,plan 1,0,Type 4,2023,8,7,No,0,0,1397.0,Canceled
14741,DZ14742,Yes,3,0,plan 1,0,Type 4,2023,9,20,No,0,0,1640.0,Canceled
14742,DZ14743,Yes,2,0,plan 1,0,Type 1,2022,9,19,No,0,0,785.0,Not_Canceled
14743,DZ14744,No,2,1,plan 1,0,Type 1,2023,7,18,No,0,0,929.5,Not_Canceled
14744,DZ14745,Yes,1,2,plan 1,0,Type 1,2023,10,13,No,0,0,920.0,Not_Canceled
14745,DZ14746,No,2,2,plan 1,0,Type 1,2023,10,29,No,0,0,1325.0,Canceled
14746,DZ14747,No,2,1,plan 1,0,Type 4,2023,10,24,No,0,0,1119.8,Not_Canceled
14747,DZ14748,No,2,1,plan 1,0,Type 1,2023,7,9,No,0,0,700.0,Canceled
14748,DZ14749,No,2,2,plan 1,0,Type 1,2023,3,22,No,0,0,1090.0,Not_Canceled
14749,DZ14750,No,2,0,plan 1,0,Type 1,2023,9,11,No,0,0,968.1,Not_Canceled
14750,DZ14751,Yes,3,0,plan 1,0,Type 4,2023,8,14,No,0,0,1332.6,Canceled
14751,DZ14752,Yes,2,1,plan 1,0,Type 1,2023,9,26,No,0,0,970.0,Canceled
14752,DZ14753,Yes,2,0,plan 1,1,Type 1,2023,9,1,No,0,0,1091.0,Not_Canceled
14753,DZ14754,Yes,1,0,not selected,0,Type 1,2022,7,11,No,0,0,539.6,Not_Canceled
14754,DZ14755,Yes,1,2,plan 1,0,Type 1,2023,6,5,No,0,0,1020.0,Canceled
14755,DZ14756,Yes,2,1,not selected,0,Type 1,2023,4,22,No,0,0,1210.0,Not_Canceled
14757,DZ14758,Yes,1,0,plan 1,0,Type 1,2023,7,1,No,0,0,770.0,Canceled
14758,DZ14759,Yes,2,0,plan 1,0,Type 1,2023,9,9,No,0,0,920.0,Canceled
14760,DZ14761,No,2,1,plan 1,0,Type 1,2023,10,7,No,0,0,1208.0,Canceled
14761,DZ14762,No,3,2,plan 2,0,Type 4,2023,8,12,No,0,0,2144.0,Canceled
14762,DZ14763,Yes,3,0,plan 2,0,Type 4,2023,4,22,No,0,0,1910.0,Not_Canceled
14763,DZ14764,Yes,2,2,not selected,0,Type 1,2023,2,12,No,0,0,810.0,Not_Canceled
14764,DZ14765,Yes,2,0,plan 1,0,Type 4,2023,7,2,No,0,0,1680.0,Not_Canceled
14765,DZ14766,No,2,1,plan 1,0,Type 1,2023,8,14,No,0,0,941.6,Not_Canceled
14766,DZ14767,Yes,1,0,not selected,0,Type 1,2023,9,15,No,0,0,1044.1,Not_Canceled
14767,DZ14768,No,2,0,plan 1,0,Type 4,2023,10,21,No,0,0,1343.0,Canceled
14768,DZ14769,Yes,1,2,plan 1,0,Type 1,2023,9,19,Yes,0,1,670.0,Not_Canceled
14769,DZ14770,Yes,1,0,plan 1,0,Type 1,2022,9,15,No,0,0,827.5,Not_Canceled
14770,DZ14771,Yes,2,2,plan 1,0,Type 1,2023,1,23,No,0,0,620.0,Not_Canceled
14771,DZ14772,Yes,1,2,plan 1,0,Type 1,2023,2,22,No,0,0,759.0,Not_Canceled
14772,DZ14773,Yes,2,1,not selected,0,Type 1,2023,5,9,No,0,0,744.2,Not_Canceled
14773,DZ14774,No,2,3,plan 1,0,Type 6,2023,6,2,No,0,0,3345.7,Not_Canceled
14774,DZ14775,No,2,2,plan 2,0,Type 1,2023,4,17,No,0,0,1120.0,Canceled
14775,DZ14776,No,2,2,plan 1,0,Type 1,2023,2,3,No,0,0,1130.0,Not_Canceled
14776,DZ14777,Yes,2,0,not selected,0,Type 1,2023,12,29,No,0,0,815.0,Canceled
14778,DZ14779,Yes,2,1,plan 1,0,Type 1,2022,12,29,No,0,0,774.4,Canceled
14779,DZ14780,No,3,2,plan 1,0,Type 4,2023,12,23,No,0,0,1210.0,Not_Canceled
14780,DZ14781,Yes,2,1,plan 1,0,Type 1,2023,11,4,No,0,0,910.0,Canceled
14781,DZ14782,No,2,0,not selected,0,Type 1,2023,2,18,No,0,0,740.0,Canceled
14783,DZ14784,No,1,2,not selected,0,Type 1,2023,10,25,No,0,0,867.0,Not_Canceled
14784,DZ14785,No,1,0,plan 1,0,Type 1,2023,6,7,No,0,0,1120.0,Not_Canceled
14785,DZ14786,Yes,2,0,plan 2,0,Type 1,2022,9,22,No,0,0,1290.0,Not_Canceled
14786,DZ14787,No,1,1,plan 1,0,Type 1,2023,9,25,No,0,0,1011.0,Not_Canceled
14787,DZ14788,Yes,3,0,plan 1,0,Type 4,2023,12,18,No,0,0,1329.0,Not_Canceled
14788,DZ14789,Yes,2,4,plan 1,0,Type 6,2023,6,27,No,0,0,1609.5,Not_Canceled
14789,DZ14790,No,2,2,plan 1,0,Type 4,2023,1,16,No,0,0,635.0,Not_Canceled
14790,DZ14791,No,2,3,plan 1,0,Type 1,2023,8,1,No,0,0,1610.0,Canceled
14791,DZ14792,No,2,0,plan 1,0,Type 1,2023,10,7,No,0,0,1109.0,Not_Canceled
14792,DZ14793,Yes,2,2,not selected,1,Type 1,2023,8,9,No,0,0,1055.0,Canceled
14793,DZ14794,Yes,2,0,plan 2,0,Type 1,2023,3,25,No,0,0,1320.0,Canceled
14794,DZ14795,Yes,2,2,plan 1,0,Type 1,2023,10,4,No,0,0,870.0,Not_Canceled
14795,DZ14796,No,2,0,plan 1,0,Type 1,2023,10,13,No,0,0,1070.0,Not_Canceled
14796,DZ14797,Yes,2,2,plan 1,0,Type 1,2023,2,13,No,0,0,720.0,Not_Canceled
14797,DZ14798,Yes,1,2,plan 1,0,Type 1,2022,9,13,No,0,0,1380.0,Not_Canceled
14799,DZ14800,Yes,1,2,plan 1,0,Type 5,2023,7,6,No,0,0,1450.0,Not_Canceled
14800,DZ14801,No,2,0,plan 1,0,Type 1,2023,5,14,No,0,0,1289.0,Not_Canceled
14801,DZ14802,No,2,2,not selected,0,Type 1,2023,4,25,No,0,0,875.0,Canceled
14802,DZ14803,No,1,1,plan 1,0,Type 1,2023,10,3,No,0,0,970.0,Not_Canceled
14805,DZ14806,Yes,2,2,plan 1,0,Type 4,2022,12,29,No,0,0,620.0,Not_Canceled
14806,DZ14807,No,1,1,plan 1,1,Type 1,2023,2,15,No,0,0,900.0,Not_Canceled
14807,DZ14808,Yes,2,0,not selected,0,Type 1,2023,2,12,No,0,0,810.0,Not_Canceled
14808,DZ14809,No,2,1,plan 1,0,Type 1,2023,6,17,No,0,0,740.0,Canceled
14809,DZ14810,Yes,2,2,plan 1,0,Type 1,2023,6,17,No,0,0,770.0,Canceled
14810,DZ14811,Yes,1,0,plan 1,0,Type 4,2023,4,10,No,0,0,1400.0,Canceled
14811,DZ14812,Yes,1,2,plan 1,0,Type 1,2023,4,18,No,0,0,970.0,Canceled
14812,DZ14813,Yes,2,2,plan 1,0,Type 1,2023,6,1,No,0,0,770.0,Not_Canceled
14814,DZ14815,No,2,0,plan 1,0,Type 1,2022,11,25,No,0,0,969.9,Not_Canceled
14815,DZ14816,No,2,1,plan 1,0,Type 1,2023,9,30,No,0,0,970.0,Canceled
14816,DZ14817,Yes,2,2,plan 2,0,Type 1,2022,7,17,No,0,0,1110.0,Canceled
14817,DZ14818,Yes,2,0,plan 1,0,Type 1,2023,5,5,No,0,0,1073.0,Not_Canceled
14818,DZ14819,Yes,2,1,not selected,0,Type 1,2023,6,26,No,0,0,875.0,Not_Canceled
14819,DZ14820,No,2,0,plan 1,0,Type 1,2022,10,15,No,0,0,990.2,Not_Canceled
14820,DZ14821,Yes,2,1,plan 1,0,Type 7,2022,10,21,Yes,0,4,20.0,Not_Canceled
14821,DZ14822,No,1,0,plan 1,0,Type 1,2022,11,3,Yes,0,1,670.0,Not_Canceled
14823,DZ14824,No,1,0,plan 1,0,Type 1,2022,12,31,No,0,0,646.7,Not_Canceled
14824,DZ14825,No,2,2,plan 1,0,Type 1,2022,8,16,No,0,0,1070.0,Not_Canceled
14825,DZ14826,Yes,2,0,plan 1,0,Type 1,2023,8,20,No,0,0,1073.0,Canceled
14826,DZ14827,No,3,2,plan 1,0,Type 1,2023,7,5,No,0,0,883.6,Not_Canceled
14827,DZ14828,No,2,2,plan 1,0,Type 4,2023,4,26,No,0,0,1035.8,Not_Canceled
14828,DZ14829,Yes,2,2,plan 1,0,Type 1,2022,8,21,No,0,0,785.0,Not_Canceled
14829,DZ14830,No,2,0,plan 1,0,Type 4,2022,10,31,No,0,0,670.0,Not_Canceled
14830,DZ14831,No,2,1,plan 1,0,Type 1,2023,1,28,No,0,0,803.0,Not_Canceled
14831,DZ14832,No,2,0,plan 1,0,Type 1,2023,10,14,No,0,0,800.0,Not_Canceled
14832,DZ14833,Yes,1,1,not selected,0,Type 1,2023,10,2,No,0,0,1100.0,Not_Canceled
